,摘要,户型,面积,位置,价格,经度,纬度,行政区
2601,整租|大兴周边空港新苑13号院2室1厅,2室1厅1卫,90,大兴周边  空港新苑13号院,2300,116.307831,39.521492,大兴区
2602,整租|熊猫公寓生物医药基地天宫院轻奢社区,1室1厅1卫,25,生物医药基地  保利春天里,1299,116.322009,39.672547,大兴区
2603,整租|乐乎社区生物医药基地乐乎悦康店,1室1厅1卫,35,生物医药基地  悦康药业生物医药产业集群,1700,116.290593,39.665611,大兴区
2604,整租|双井垂杨柳北里2室1厅,2室1厅1卫,60,双井  垂杨柳北里,5500,116.458681,39.890758,朝阳区
2605,整租|高米店保利茉莉公馆2室1厅,2室1厅1卫,39,高米店  保利茉莉公馆,6090,116.328861,39.774963,大兴区
2606,整租|高米店保利茉莉公馆2室1厅,2室1厅1卫,39,高米店  保利茉莉公馆,6090,116.328861,39.774963,大兴区
2607,整租|黄村首座御园(二期12室1厅,2室1厅1卫,75,黄村  首座御园(二期1号院),3700,116.367499,39.751878,大兴区
2608,整租|青塔青塔蔚园1室1厅,1室1厅1卫,44,青塔  青塔蔚园,3700,116.262498,39.894116,丰台区
2609,整租|台湖镇首开万科城市之光2室1厅,2室1厅2卫,70,台湖镇  首开万科城市之光,3700,116.589953,39.816294,通州区
2610,整租|熊猫公寓庞各庄庞各庄河马公舍,1室1厅1卫,25,庞各庄  河马公舍,1399,116.322957,39.629603,大兴区
2611,整租|土桥自由筑1室1厅,1室1厅1卫,55,土桥  自由筑,3000,116.698071,39.875726,通州区
2612,整租|熊猫公寓庞各庄庞各庄河马公舍,1室1厅1卫,25,庞各庄  河马公舍,1399,116.322957,39.629603,大兴区
2613,整租|东坝恒大江湾2室1厅,2室1厅1卫,86,东坝  恒大江湾,6000,116.532171,39.969021,朝阳区
2614,整租|东坝东泽园3室1厅,3室1厅1卫,90,东坝  东泽园,5300,116.558145,39.959776,朝阳区
2615,整租|熊猫公寓生物医药基地天宫院一店,1室1厅1卫,23,生物医药基地  保利春天派,1399,116.319003,39.669213,大兴区
2616,整租|沙河七燕路1号院2室1厅,2室1厅1卫,65,沙河  七燕路1号院,4800,116.316847,40.10742,昌平区
2617,整租|东坝东泽园2室1厅,2室1厅1卫,75,东坝  东泽园,4300,116.558145,39.959776,朝阳区
2618,整租|东坝北京城建福润四季2室1厅,2室1厅1卫,75,东坝  北京城建福润四季A区,4500,116.57776,39.958397,朝阳区
2619,整租|东坝北京城建福润四季2室1厅,2室1厅1卫,75,东坝  北京城建福润四季A区,4800,116.57776,39.958397,朝阳区
2620,整租|双井首城国际2室1厅,2室1厅1卫,87,双井  首城国际,9500,116.469842,39.890794,朝阳区
2621,整租|东坝金隅景和园(朝新2室1厅,2室1厅1卫,80,东坝  金隅景和园(朝新嘉园东里七区),5500,116.550479,39.952254,朝阳区
2622,整租|东坝金泰丽富嘉园(32室1厅,2室1厅1卫,80,东坝  金泰丽富嘉园(30号院),4600,116.548775,39.955956,朝阳区
2623,整租|东坝金泰丽富嘉园(32室1厅,2室1厅1卫,85,东坝  金泰丽富嘉园(30号院),4800,116.548775,39.955956,朝阳区
2624,整租|次渠首开万科城市之光1室1厅,1室1厅2卫,62,次渠  首开万科城市之光(商住楼),3500,116.589953,39.816294,通州区
2625,整租|双井易构空间1室1厅,1室1厅1卫,50,双井  易构空间,5800,116.480772,39.900282,朝阳区
2626,整租|霍营龙锦苑东五区3室1厅,3室1厅2卫,120,霍营  龙锦苑东五区,6300,116.37421,40.086315,昌平区
2627,整租|小汤山北阿苏卫小区2室1厅,2室1厅1卫,64,小汤山北  阿苏卫小区,3000,116.393312,40.169958,昌平区
2628,整租|东坝富兴首府2室1厅,2室1厅1卫,80,东坝  富兴首府,5500,116.531437,39.967181,朝阳区
2629,整租|柚米寓石门26街区柚米寓,1室1厅1卫,26,石门  旭辉26街区,3171,116.612087,40.123084,顺义区
2630,整租|垡头垡头翠成馨园(B3室2厅,3室2厅2卫,125,垡头  垡头翠成馨园(B区201-210号),7500,116.508516,39.856862,朝阳区
2631,整租|双井百环家园1室1厅,1室1厅1卫,60,双井  百环家园,6500,116.465359,39.889133,朝阳区
2632,整租|定福庄聚福苑2室1厅,2室1厅1卫,86,定福庄  聚福苑,5600,116.555538,39.916812,朝阳区
2633,整租|物资学院路新建村(二期)1室1厅,1室1厅1卫,60,物资学院路  新建村(二期),4200,116.644293,39.930026,通州区
2634,整租|黄村泰禾中央广场4室2厅,4室2厅2卫,169,黄村  泰禾中央广场,6000,116.322161,39.7146,大兴区
2635,整租|定福庄泰福苑(三区)1室1厅,1室1厅1卫,58,定福庄  泰福苑(三区),4580,116.572732,39.921772,朝阳区
2636,整租|回龙观马连店家园3室1厅,3室1厅1卫,80,回龙观  马连店家园,5700,116.345426,40.09072,昌平区
2637,整租|双桥宇达创意中心1室1厅,1室1厅1卫,28,双桥  宇达创意中心,2400,116.582054,39.870406,朝阳区
2638,整租|乐乎社区青塔五棵松,1室1厅1卫,18,青塔  青塔西里,3300,116.264884,39.895354,丰台区
2639,整租|乐优寓豆各庄吉祥苑,1室1厅1卫,27,豆各庄  海棠公社(2号院),2000,116.555283,39.873936,朝阳区
2640,整租|广渠门FREE自由季1室1厅,1室1厅1卫,59,广渠门  FREE自由季,4600,116.437112,39.890186,东城区
2641,整租|柚米寓石门26街区柚米寓,1室1厅1卫,20,石门  旭辉26街区,2808,116.612087,40.123084,顺义区
2642,整租|土桥自由筑2室1厅,2室1厅1卫,68,土桥  自由筑,3600,116.698071,39.875726,通州区
2643,整租|土桥自由筑3室1厅,3室1厅1卫,70,土桥  自由筑,3800,116.698071,39.875726,通州区
2644,整租|西红门理想家园1室1厅,1室1厅1卫,48,西红门  理想家园,4730,116.341292,39.783371,大兴区
2645,整租|新宫南庭新苑北区2室1厅,2室1厅1卫,58,新宫  南庭新苑北区,5630,116.368961,39.806855,丰台区
2646,整租|马家堡嘉园一里丰开苑小2室1厅,2室1厅1卫,65,马家堡  嘉园一里丰开苑小区,6860,116.366584,39.853329,丰台区
2647,整租|马家堡富卓苑1室1厅,1室1厅1卫,36,马家堡  富卓苑,4460,116.375109,39.83738,丰台区
2648,整租|北苑美立方2室1厅,2室1厅1卫,84,北苑  美立方,7660,116.418446,40.038729,朝阳区
2649,整租|己美公寓宋庄东夏园宋庄店,1室0厅1卫,25,宋庄  六合新村(北区),1700,116.721912,39.937155,通州区
2650,整租|东坝汇景苑二区1室1厅,1室1厅1卫,60,东坝  汇景苑二区,4000,116.53523,39.956523,朝阳区
2651,整租|黄村泰禾中央广场2室1厅,2室1厅1卫,88,黄村  泰禾中央广场,3800,116.322161,39.7146,大兴区
2652,整租|东坝汇景苑二区2室1厅,2室1厅1卫,80,东坝  汇景苑二区,4900,116.53523,39.956523,朝阳区
2653,整租|台湖镇首开万科城市之光2室1厅,2室1厅2卫,70,台湖镇  首开万科城市之光,3800,116.589953,39.816294,通州区
2654,整租|角门7克拉1室1厅,1室1厅1卫,39,角门  7克拉,4760,116.385347,39.839364,丰台区
2655,整租|亦庄林肯公园A区2室1厅,2室1厅1卫,70,亦庄  林肯公园A区,7190,116.499042,39.8091,大兴区
2656,整租|垡头垡头翠成馨园(D2室1厅,2室1厅1卫,71,垡头  垡头翠成馨园(D区),4300,116.506561,39.853985,朝阳区
2657,整租|新宫阳光星苑(南区)2室1厅,2室1厅1卫,84,新宫  阳光星苑(南区),5390,116.372516,39.791704,丰台区
2658,整租|马家堡玺萌丽苑1室1厅,1室1厅1卫,28,马家堡  玺萌丽苑,4590,116.363629,39.849816,丰台区
2659,整租|马家堡恋日嘉园(一期)1室1厅,1室1厅1卫,43,马家堡  恋日嘉园(一期),5390,116.355753,39.844684,丰台区
2660,整租|新宫阳光星苑(南区)1室1厅,1室1厅1卫,64,新宫  阳光星苑(南区),5160,116.372516,39.791704,丰台区
2661,整租|草桥玺萌鹏苑1室1厅,1室1厅1卫,33,草桥  玺萌鹏苑,4590,116.362574,39.851642,丰台区
2662,整租|草桥星河城冬季星空2室1厅,2室1厅1卫,95,草桥  星河城冬季星空,9160,116.363438,39.844469,丰台区
2663,整租|熊猫公寓生物医药基地河马公舍精品店,1室1厅1卫,25,生物医药基地  保利春天里,1499,116.322009,39.672547,大兴区
2664,整租|新宫南庭新苑北区1室1厅,1室1厅1卫,50,新宫  南庭新苑北区,4830,116.368961,39.806855,丰台区
2665,整租|西罗园宝汇苑1室1厅,1室1厅1卫,55,西罗园  宝汇苑,4990,116.390712,39.858245,丰台区
2666,整租|木樨园珠江骏景北区1室1厅,1室1厅1卫,48,木樨园  珠江骏景北区,5190,116.395705,39.854952,丰台区
2667,整租|草桥今日草桥小区1室1厅,1室1厅1卫,67,草桥  今日草桥小区,6460,116.35144,39.846669,丰台区
2668,整租|角门7克拉1室1厅,1室1厅1卫,43,角门  7克拉,5130,116.385347,39.839364,丰台区
2669,整租|马家堡富卓苑1室1厅,1室1厅1卫,36,马家堡  富卓苑,4590,116.375109,39.83738,丰台区
2670,整租|角门7克拉1室1厅,1室1厅1卫,34,角门  7克拉,6730,116.385347,39.839364,丰台区
2671,整租|条玛青年社区定福庄褡裢坡直租房,1室1厅1卫,25,定福庄  定福庄北里1号院,2200,116.561335,39.918094,朝阳区
2672,整租|条玛青年社区永定门景泰W,1室1厅1卫,30,永定门  景泰西里,3100,116.416262,39.864128,丰台区
2673,整租|条玛青年社区定福庄褡裢坡直租房,1室1厅1卫,25,定福庄  定福庄北里1号院,2200,116.561335,39.918094,朝阳区
2674,整租|百子湾石门新居2室1厅,2室1厅1卫,80,百子湾  石门新居,7800,116.497256,39.895877,朝阳区
2675,整租|条玛青年社区永定门景泰W,1室1厅1卫,30,永定门  景泰西里,3100,116.416262,39.864128,丰台区
2676,整租|定福庄泰福苑(一区)2室1厅,2室1厅1卫,60,定福庄  泰福苑(一区),4800,116.569157,39.921236,朝阳区
2677,整租|右安门亚林西居住区2室1厅,2室1厅1卫,58,右安门  亚林西居住区,5890,116.354185,39.85628,丰台区
2678,整租|草桥星河城冬季星空1室1厅,1室1厅1卫,47,草桥  星河城冬季星空,6230,116.363438,39.844469,丰台区
2679,整租|左安门草桥欣园20号院2室1厅,2室1厅1卫,91,左安门  草桥欣园20号院,7260,116.432791,39.870191,丰台区
2680,整租|草桥星河城冬季星空1室1厅,1室1厅1卫,45,草桥  星河城冬季星空,6490,116.363438,39.844469,丰台区
2681,整租|草桥南珠苑2室1厅,2室1厅1卫,81,草桥  南珠苑,6560,116.360319,39.848926,丰台区
2682,整租|乐乎社区角门公益西桥旗舰店,1室1厅1卫,23,角门  嘉园路大台子9号商业,3300,116.339237,39.848348,丰台区
2683,整租|马家堡东亚三环1室1厅,1室1厅1卫,35,马家堡  东亚三环,5090,116.371798,39.836987,丰台区
2684,整租|高碑店超级蜂巢1室1厅,1室1厅1卫,35,高碑店  超级蜂巢,3200,116.548731,39.899041,朝阳区
2685,整租|蜂客公寓亦庄兴盛国际店,1室0厅1卫,38,亦庄  兴盛国际,2999,116.523436,39.794053,大兴区
2686,整租|生物医药基地万科天地公园2室2厅,2室2厅2卫,87,生物医药基地  万科天地公园,3800,116.315631,39.712403,大兴区
2687,整租|条玛青年社区永定门景泰精选旗舰店,1室1厅1卫,30,永定门  天天家园,3100,116.405529,39.864372,东城区
2688,整租|条玛青年社区永定门景泰精选旗舰店,1室1厅1卫,30,永定门  天天家园,3100,116.405529,39.864372,东城区
2689,整租|大兴周边恒大未来城2室1厅,2室1厅1卫,110,大兴周边  恒大未来城,4700,116.314601,39.714346,大兴区
2690,整租|潘家园华威西里2室1厅,2室1厅1卫,70,潘家园  华威西里,5000,116.453492,39.873845,朝阳区
2691,整租|黄村泰禾中央广场2室1厅,2室1厅1卫,110,黄村  泰禾中央广场,4100,116.322161,39.7146,大兴区
2692,整租|东坝东泽园1室1厅,1室1厅1卫,65,东坝  东泽园,3700,116.558145,39.959776,朝阳区
2693,整租|黄村泰禾中央广场2室1厅,2室1厅2卫,110,黄村  泰禾中央广场,4200,116.322161,39.7146,大兴区
2694,整租|大兴周边恒大未来城2室1厅,2室1厅2卫,110,大兴周边  恒大未来城,4600,116.314601,39.714346,大兴区
2695,整租|新派公寓王府井紫禁城店,1室1厅1卫,39,王府井  银闸胡同小区,6099,116.404309,39.921783,东城区
2696,整租|东坝金泰丽富嘉园(21室1厅,1室1厅1卫,65,东坝  金泰丽富嘉园(28号院),4100,116.549053,39.957329,朝阳区
2697,整租|东坝金泰丽富嘉园(32室1厅,2室1厅1卫,80,东坝  金泰丽富嘉园(30号院),4600,116.548775,39.955956,朝阳区
2698,整租|东坝首开畅颐园1室1厅,1室1厅1卫,60,东坝  首开畅颐园,3800,116.530774,39.964029,朝阳区
2699,整租|东坝利锦府2室1厅,2室1厅1卫,80,东坝  利锦府,4999,116.548607,39.966754,朝阳区
2700,整租|条玛青年社区定福庄褡裢坡优惠直租,1室0厅1卫,25,定福庄  定福庄北里2号院,2200,116.558392,39.918844,朝阳区
2701,整租|条玛青年社区定福庄褡裢坡优惠直租,1室0厅1卫,25,定福庄  定福庄北里2号院,2200,116.558392,39.918844,朝阳区
2702,整租|条玛青年社区定福庄褡裢坡优惠直租,1室0厅1卫,25,定福庄  定福庄北里2号院,2200,116.558392,39.918844,朝阳区
2703,整租|条玛青年社区定福庄褡裢坡优惠直租,1室0厅1卫,25,定福庄  定福庄北里2号院,2200,116.558392,39.918844,朝阳区
2704,整租|条玛青年社区定福庄褡裢坡优惠直租,1室0厅1卫,25,定福庄  定福庄北里2号院,2200,116.558392,39.918844,朝阳区
2705,整租|条玛青年社区定福庄褡裢坡优惠直租,1室0厅1卫,25,定福庄  定福庄北里2号院,2000,116.558392,39.918844,朝阳区
2706,整租|东坝汇景苑二区2室1厅,2室1厅1卫,89,东坝  汇景苑二区,4700,116.53523,39.956523,朝阳区
2707,整租|东坝红松园1号院2室1厅,2室1厅1卫,100,东坝  红松园1号院,3296,116.554983,39.964259,朝阳区
2708,整租|东坝富兴首府2室1厅,2室1厅1卫,90,东坝  富兴首府,6200,116.531437,39.967181,朝阳区
2709,整租|条玛青年社区永定门景泰温馨一居,1室0厅1卫,25,永定门  景泰西里西区,3100,116.407893,39.863221,东城区
2710,整租|条玛青年社区永定门景泰温馨一居,1室0厅1卫,25,永定门  景泰西里西区,3100,116.407893,39.863221,东城区
2711,整租|角门7克拉1室1厅,1室1厅1卫,30,角门  7克拉,4630,116.385347,39.839364,丰台区
2712,整租|木樨园珠江骏景北区1室1厅,1室1厅1卫,70,木樨园  珠江骏景北区,5830,116.395705,39.854952,丰台区
2713,整租|洋桥海户西里2室1厅,2室1厅1卫,60,洋桥  海户西里,5660,116.388247,39.85493,丰台区
2714,整租|条玛青年社区永定门景泰精选旗舰店,1室1厅1卫,30,永定门  天天家园,3100,116.405529,39.864372,东城区
2715,整租|熊猫公寓庞各庄天宫院总店,1室1厅1卫,45,庞各庄  众美城,1399,116.322651,39.632248,大兴区
2716,整租|顺义城区炫立方1室0厅,1室0厅1卫,45,顺义城区  炫立方,3000,116.612722,40.116284,顺义区
2717,整租|东坝北京城建福润四季2室1厅,2室1厅1卫,80,东坝  北京城建福润四季B区,4500,116.581339,39.95815,朝阳区
2718,整租|东坝东泽园2室1厅,2室1厅1卫,85,东坝  东泽园,4500,116.558145,39.959776,朝阳区
2719,整租|条玛青年社区永定门景泰温馨一居,1室0厅1卫,25,永定门  景泰西里西区,3100,116.407893,39.863221,东城区
2720,整租|条玛青年社区永定门景泰温馨一居,1室0厅1卫,25,永定门  景泰西里西区,3100,116.407893,39.863221,东城区
2721,整租|条玛青年社区定福庄褡裢坡优惠直租,1室0厅1卫,25,定福庄  定福庄北里2号院,2200,116.558392,39.918844,朝阳区
2722,整租|条玛青年社区定福庄褡裢坡优惠直租,1室0厅1卫,25,定福庄  定福庄北里2号院,2200,116.558392,39.918844,朝阳区
2723,整租|条玛青年社区定福庄褡裢坡优惠直租,1室0厅1卫,25,定福庄  定福庄北里2号院,2200,116.558392,39.918844,朝阳区
2724,整租|条玛青年社区定福庄褡裢坡优惠直租,1室0厅1卫,25,定福庄  定福庄北里2号院,2200,116.558392,39.918844,朝阳区
2725,整租|条玛青年社区定福庄褡裢坡优惠直租,1室0厅1卫,25,定福庄  定福庄北里2号院,2200,116.558392,39.918844,朝阳区
2726,整租|条玛青年社区双桥双桥特价出租,1室0厅1卫,30,双桥  康惠园一号院,2600,116.585974,39.904975,朝阳区
2727,整租|条玛青年社区新宫公寓精品直租,1室1厅1卫,30,新宫  南庭新苑南区,2650,116.369094,39.803055,丰台区
2728,整租|刘家窑定安东里1室1厅,1室1厅1卫,30,刘家窑  定安东里,3100,116.41465,39.859323,丰台区
2729,整租|条玛青年社区永定门景泰温馨一居,1室0厅1卫,25,永定门  景泰西里西区,3100,116.407893,39.863221,东城区
